stock,stock code,net amount (S$M),published date
ST Engineering,S63.SI,22.916533,2020-05-11
ComfortDelGro,C52.SI,10.493689,2020-05-11
Yangzijiang Shipbuilding,BS6.SI,9.733569,2020-05-11
SIA,C6L.SI,89.485497,2020-05-18
UOB,U11.SI,87.247627,2020-05-18
DBS,D05.SI,82.607278,2020-05-18
OCBC,O39.SI,77.634019,2020-05-18
SATS,S58.SI,36.184266,2020-05-18
ComfortDelGro,C52.SI,31.896579,2020-05-18
Singtel,Z74.SI,23.2791614,2020-05-18
City Developments,C09.SI,20.820927,2020-05-18
CapitaLand Mall Trust,C38U.SI,15.566008,2020-05-18
OCBC,O39.SI,121.623507,2020-05-25
SIA,C6L.SI,79.649801,2020-05-25
UOB,U11.SI,60.127277,2020-05-25
ST Engineering,S63.SI,40.217767,2020-05-25
Singtel,Z74.SI,32.7900961,2020-05-25
City Developments ,C09.SI,21.867122,2020-05-25
Thai Beverage,Y92.SI,15.771905,2020-05-25
Hongkong Land,H78.SI,15.5874130668,2020-05-25
Silverlake Axis,5CP.SI,8.4999515,2020-05-25
AEM Holdings,AWX.SI,7.214248,2020-05-25
Singtel,Z74.SI,113.419616,2020-06-01
SGX,S68.SI,88.978195,2020-06-01
ComfortDelGro,C52.SI,60.566769,2020-06-01
UOB,U11.SI,51.239643,2020-06-01
SATS,S58.SI,27.82195,2020-06-01
Sembcorp Industries,U96.SI,27.602962,2020-06-01
OCBC,O39.SI,16.116446,2020-06-01
Venture Corporation,V03.SI,10.215798,2020-06-01
Thai Beverage,Y92.SI,4.76391,2020-06-01
Singtel,Z74.SI,54.242924,2020-06-08
SGX,S68.SI,39.753865,2020-06-08
SIA,C6L.SI,32.083253,2020-06-08
Mapletree Industrial Trust,ME8U.SI,15.648951,2020-06-08
Mapletree Logistics Trust,M44U.SI,11.356282,2020-06-08
Valuetronics ,BN2.SI,10.595188,2020-06-08
CapitaLand Mall Trust,C38U.SI,9.214893,2020-06-08
SATS,S58.SI,7.945244,2020-06-08
Jardine Cycle & Carriage,C07.SI,7.696597,2020-06-08
UOB,U11.SI,164.991873,2020-06-15
Singtel,Z74.SI,42.6087652,2020-06-15
SIA,C6L.SI,34.174192,2020-06-15
NetLink NBN Trust,CJLU.SI,33.006285,2020-06-15
SGX,S68.SI,31.157987,2020-06-15
Sembcorp Industries,U96.SI,29.335936,2020-06-15
Venture Corporation,V03.SI,27.640002,2020-06-15
Mapletree Logistics Trust,M44U.SI,14.763181,2020-06-15
AEM Holdings,AWX.SI,14.549708,2020-06-15
UOB,U11.SI,121.975661,2020-06-22
DBS,D05.SI,102.217184,2020-06-22
Singtel,Z74.SI,67.8823143,2020-06-22
SIA,C6L.SI,54.810614,2020-06-22
OCBC,O39.SI,35.825701,2020-06-22
SATS,S58.SI,21.356406,2020-06-22
Suntec REIT,T82U.SI,12.064729,2020-06-22
ComfortDelGro,C52.SI,11.07519,2020-06-22
CapitaLand Mall Trust,C38U.SI,10.613592,2020-06-22
DBS,D05.SI,68.968852,2020-06-29
OCBC,O39.SI,63.529989,2020-06-29
Singtel,Z74.SI,56.6104232,2020-06-29
SIA,C6L.SI,50.650268,2020-06-29
UOB,U11.SI,44.38979,2020-06-29
SGX,S68.SI,28.185869,2020-06-29
ComfortDelGro,C52.SI,22.270642,2020-06-29
Yangzijiang Shipbuilding,BS6.SI,16.8770915,2020-06-29
SATS,S58.SI,12.575108,2020-06-29
ComfortDelGro,C52.SI,32.041291,2020-07-06
SIA,C6L.SI,19.503095,2020-07-06
Singtel,Z74.SI,13.2131341,2020-07-06
NetLink NBN Trust,CJLU.SI,9.5453085,2020-07-06
SATS,S58.SI,9.501841,2020-07-06
Sembcorp Industries,U96.SI,9.000274000000001,2020-07-06
Medtecs International,546.SI,6.633859,2020-07-06
Thai Beverage,Y92.SI,5.335418000000001,2020-07-06
Frasers Centrepoint Trust,J69U.SI,3.776559,2020-07-06
SATS,S58.SI,20.873567,2020-07-13
SIA,C6L.SI,12.656017,2020-07-13
ComfortDelGro,C52.SI,10.501366,2020-07-13
Yangzijiang Shipbuilding,BS6.SI,7.9117325,2020-07-13
Sri Trang Agro,NC2.SI,6.271507,2020-07-13
Singapore Medical Group,5OT.SI,5.4694955,2020-07-13
Yoma Strategic Holdings,Z59.SI,5.097552,2020-07-13
Lendlease Global Commercial REIT,JYEU.SI,4.997274,2020-07-13
Jardine Cycle & Carriage,C07.SI,4.57929,2020-07-13
SIA,C6L.SI,29.717468,2020-07-20
UOB,U11.SI,20.445583,2020-07-20
City Developments,C09.SI,15.826678,2020-07-20
Thai Beverage,Y92.SI,15.580099,2020-07-20
AEM Holdings,AWX.SI,8.499811,2020-07-20
ComfortDelGro,C52.SI,7.549327,2020-07-20
ST Engineering,S63.SI,7.397816,2020-07-20
Singtel,Z74.SI,5.8085685,2020-07-20
DBS,D05.SI,46.381224,2020-07-27
Thai Beverage,Y92.SI,24.357075,2020-07-27
OCBC,O39.SI,24.228773,2020-07-27
ComfortDelGro,C52.SI,17.270984,2020-07-27
Singtel,Z74.SI,17.2181441,2020-07-27
SIA,C6L.SI,10.644835,2020-07-27
UOB,U11.SI,6.631232,2020-07-27
NetLink NBN Trust,CJLU.SI,6.0180965,2020-07-27
Riverstone Holdings ,AP4.SI,5.548311,2020-07-27
DBS,D05.SI,36.217528,2020-08-03
OCBC,O39.SI,20.657128,2020-08-03
UOB,U11.SI,13.105808,2020-08-03
SIA,C6L.SI,12.786172,2020-08-03
Top Glove Corporation,BVA.SI,10.025815,2020-08-03
SATS,S58.SI,9.571031,2020-08-03
CapitaLand Mall Trust,C38U.SI,8.655437000000001,2020-08-03
ComfortDelGro,C52.SI,8.133494,2020-08-03
SGX,S68.SI,6.428518,2020-08-03
UOB,U11.SI,28.058383,2020-08-10
DBS,D05.SI,23.842151,2020-08-10
Singtel,Z74.SI,22.8179469,2020-08-10
Keppel Corporation,BN4.SI,22.744695,2020-08-10
OCBC,O39.SI,22.154646,2020-08-10
Sri Trang Agro Industry,NC2.SI,16.695003,2020-08-10
ST Engineering,S63.SI,13.668198,2020-08-10
Hongkong Land,H78.SI,10.5887351178,2020-08-10
Jardine Cycle & Carriage,C07.SI,9.893288,2020-08-10
Riverstone Holdings,AP4.SI,9.46585,2020-08-10
Keppel Corporation,BN4.SI,79.385635,2020-08-17
Riverstone Holdings,AP4.SI,16.337089,2020-08-17
UOB,U11.SI,13.745356,2020-08-17
Top Glove Corporation,BVA.SI,13.11552,2020-08-17
AEM Holdings,AWX.SI,9.586469,2020-08-17
Sri Trang Agro-Industry,NC2.SI,8.460404,2020-08-17
Thai Beverage,Y92.SI,8.4141325,2020-08-17
Singtel,Z74.SI,7.738542600000001,2020-08-17
Sheng Siong,OV8.SI,6.971164,2020-08-17
Singtel,Z74.SI,64.4256384,2020-08-24
Wilmar International,F34.SI,50.085722,2020-08-24
City Developments,C09.SI,31.199219,2020-08-24
UOB,U11.SI,30.594015,2020-08-24
OCBC,O39.SI,29.802609,2020-08-24
Keppel Corporation,BN4.SI,21.520346,2020-08-24
DBS,D05.SI,14.6041,2020-08-24
SIA,C6L.SI,12.60964,2020-08-24
Thai Beverage,Y92.SI,9.319616,2020-08-24
UOB,U11.SI,54.683436,2020-08-31
OCBC,O39.SI,31.112153,2020-08-31
DBS,D05.SI,29.191894,2020-08-31
Keppel Corporation,BN4.SI,12.045649,2020-08-31
Thai Beverage,Y92.SI,10.683815,2020-08-31
Ascendas REIT,A17U.SI,7.963912,2020-08-31
CapitaLand Retail China Trust,AU8U.SI,7.274201999999999,2020-08-31
Avarga,U09.SI,7.224425,2020-08-31
Singtel,Z74.SI,6.9558655,2020-08-31
UOB,U11.SI,43.727458,2020-09-07
OCBC,O39.SI,43.363206,2020-09-07
DBS,D05.SI,19.932291,2020-09-07
SIA,C6L.SI,18.643276,2020-09-07
Keppel Corporation,BN4.SI,16.523084,2020-09-07
Singtel,Z74.SI,16.1633642,2020-09-07
Riverstone Holdings,AP4.SI,11.676224,2020-09-07
Top Glove Corporation,BVA.SI,9.847237,2020-09-07
Thai Beverage,Y92.SI,8.26262,2020-09-07
Wilmar International,F34.SI,7.476849,2020-09-07
UOB,U11.SI,36.703702,2020-09-14
SIA,C6L.SI,21.174352,2020-09-14
Top Glove Corporation,BVA.SI,17.900254,2020-09-14
Singtel,Z74.SI,16.9909435,2020-09-14
SGX,S68.SI,16.839643,2020-09-14
OCBC,O39.SI,16.550804,2020-09-14
Wilmar International,F34.SI,14.421167,2020-09-14
DBS,D05.SI,13.494527,2020-09-14
Keppel Corporation,BN4.SI,10.672244,2020-09-14
DBS,D05.SI,69.39636,2020-09-21
OCBC,O39.SI,32.73707,2020-09-21
Top Glove Corporation ,BVA.SI,23.431059,2020-09-21
Singtel,Z74.SI,14.8104906,2020-09-21
UOB,U11.SI,10.016942,2020-09-21
Wilmar International,F34.SI,10.002369,2020-09-21
ST Engineering,S63.SI,7.326621,2020-09-21
Ascendas REIT,A17U.SI,6.839089,2020-09-21
DBS,D05.SI,84.800166,2020-09-28
OCBC,O39.SI,61.495013,2020-09-28
UOB,U11.SI,54.685492,2020-09-28
Singtel,Z74.SI,39.9287661,2020-09-28
Keppel Corporation,BN4.SI,22.967318,2020-09-28
City Developments,C09.SI,20.928113,2020-09-28
SIA,C6L.SI,19.407892,2020-09-28
ComfortDelGro,C52.SI,15.942092,2020-09-28
AEM Holdings,AWX.SI,11.155844,2020-09-28
Frasers Centrepoint Trust,J69U.SI,23.818324,2020-10-05
CapitaLand Mall Trust,C38U.SI,20.570976,2020-10-05
Singtel,Z74.SI,13.5636796,2020-10-05
Jardine Cycle & Carriage,C07.SI,6.10212,2020-10-05
Keppel DC REIT,AJBU.SI,4.229339,2020-10-05
CapitaLand Retail China Trust,AU8U.SI,4.202151,2020-10-05
ComfortDelGro,C52.SI,4.034725,2020-10-05
Keppel Corporation,BN4.SI,3.989219,2020-10-05
Wilmar International,F34.SI,3.928682,2020-10-05
Thai Beverage,Y92.SI,11.798364,2020-10-12
Wilmar International,F34.SI,10.94283,2020-10-12
Singtel,Z74.SI,8.4845626,2020-10-12
UG Healthcare,8K7.SI,7.088617,2020-10-12
Ascendas REIT,A17U.SI,5.515163,2020-10-12
CapitaLand Retail China Trust,AU8U.SI,4.148617,2020-10-12
Frasers Logistics & Commercial Trust,BUOU.SI,3.775585,2020-10-12
Frasers Centrepoint Trust,J69U.SI,3.640707,2020-10-12
Sembcorp Marine,S51.SI,3.072344999999996,2020-10-12
Keppel DC REIT,AJBU.SI,2.793625,2020-10-12
Wilmar International,F34.SI,41.889707,2020-10-19
Thai Beverage,Y92.SI,17.636105,2020-10-19
Jardine Cycle & Carriage,C07.SI,14.975385,2020-10-19
Yangzijiang Shipbuilding,BS6.SI,10.6301195,2020-10-19
AEM Holdings,AWX.SI,10.509385,2020-10-19
CapitaLand Mall Trust ,C38U.SI,10.032876,2020-10-19
Singtel,Z74.SI,9.7201387,2020-10-19
Sembcorp Marine,S51.SI,6.490177599999999,2020-10-19
Genting Singapore,G13.SI,6.313399,2020-10-19
City Developments,C09.SI,43.499646,2020-10-26
Singtel,Z74.SI,28.3220075,2020-10-26
Wilmar International,F34.SI,25.941579,2020-10-26
SGX,S68.SI,17.119927,2020-10-26
Ascendas REIT,A17U.SI,16.05169,2020-10-26
Keppel REIT,K71U.SI,8.216544,2020-10-26
ComfortDelGro,C52.SI,7.019363,2020-10-26
CapitaLand Mall Trust,C38U.SI,5.6290320000000005,2020-10-26
SIA,C6L.SI,4.964238,2020-10-26
UOB,U11.SI,59.701339,2020-11-02
DBS,D05.SI,58.204211,2020-11-02
OCBC,O39.SI,46.841872,2020-11-02
Singtel,Z74.SI,38.0783012,2020-11-02
City Developments,C09.SI,33.1303,2020-11-02
CapitaLand Mall Trust,C38U.SI,27.986242,2020-11-02
SIA,C6L.SI,13.617431,2020-11-02
SGX,S68.SI,13.571787,2020-11-02
Mapletree Commercial Trust,N2IU.SI,11.455676,2020-11-02
Yangzijiang Shipbuilding,BS6.SI,7.4194185,2020-11-09
SIA,C6L.SI,7.357968,2020-11-09
City Developments,C09.SI,6.783551,2020-11-09
Nanoflim Technologies International,MZH.SI,6.103196,2020-11-09
Top Glove Corporation,BVA.SI,4.8572820000000005,2020-11-09
Riverstone Holdings,AP4.SI,4.226478,2020-11-09
AEM Holdings,AWX.SI,3.833649,2020-11-09
Keppel DC REIT,AJBU.SI,3.542091,2020-11-09
Venture Corporation,V03.SI,51.555357,2020-11-16
Keppel DC REIT,AJBU.SI,34.996537000000004,2020-11-16
Mapletree Industrial Trust,ME8U.SI,29.245007,2020-11-16
Ascendas REIT,A17U.SI,28.312685,2020-11-16
Mapletree Logistics Trust,M44U.SI,22.696458,2020-11-16
Sheng Siong,OV8.SI,20.590761,2020-11-16
AEM Holdings,AWX.SI,16.813791000000002,2020-11-16
Frasers Logistics & Commercial Trust,BUOU.SI,13.570071,2020-11-16
NetLink NBN Trust,CJLU.SI,12.68734,2020-11-16
Riverstone Holdings,AP4.SI,12.202756,2020-11-16
AEM Holdings,AWX.SI,25.186484,2020-11-23
Singtel,Z74.SI,19.9060829,2020-11-23
Ascendas REIT,A17U.SI,19.478314,2020-11-23
Yangzijiang Shipbuilding,BS6.SI,16.021698,2020-11-23
CapitaLand Retail China Trust,AU8U.SI,15.126377,2020-11-23
CapitaLand Integrated Commercial Trust,C38U.SI,11.221429,2020-11-23
Mapletree Logistics Trust,M44U.SI,7.418062,2020-11-23
Wilmar International,F34.SI,7.393392,2020-11-23
Dairy Farm International,D01.SI,6.3816531175,2020-11-23
Sheng Siong,OV8.SI,6.299839,2020-11-23
Yangzijiang Shipbuilding,BS6.SI,17.6587975,2020-11-30
Sembcorp Marine,S51.SI,17.154309899999987,2020-11-30
Singtel,Z74.SI,16.3117374,2020-11-30
Dairy Farm International,D01.SI,9.762886171700002,2020-11-30
Jardine Cycle & Carriage,C07.SI,7.838134999999999,2020-11-30
Top Glove Corporation,BVA.SI,7.526797,2020-11-30
Mapletree Logistics Trust,M44U.SI,7.511296,2020-11-30
CapitaLand Retail China Trust,AU8U.SI,7.258548,2020-11-30
Keppel Corporation,BN4.SI,6.670293,2020-11-30
Yangzijiang Shipbuilding,BS6.SI,59.554481,2020-12-07
Singtel,Z74.SI,40.7202011,2020-12-07
Ascendas REIT,A17U.SI,27.480418,2020-12-07
SIA,C6L.SI,24.394524,2020-12-07
Wilmar International,F34.SI,20.509887,2020-12-07
Jardine Cycle & Carriage,C07.SI,18.028249,2020-12-07
Venture Corporation,V03.SI,16.461974,2020-12-07
Mapletree Industrial Trust,ME8U.SI,14.846047,2020-12-07
ComfortDelGro,C52.SI,14.566299,2020-12-07
SGX,S68.SI,12.563061,2020-12-07
Singtel,Z74.SI,117.8781541,2020-12-14
Ascendas REIT,A17U.SI,38.058269,2020-12-14
DBS,D05.SI,18.09836,2020-12-14
UOB,U11.SI,16.782061,2020-12-14
Sembcorp Marine,S51.SI,14.924936700000051,2020-12-14
iFast Corporation,AIY.SI,12.60639,2020-12-14
Mapletree Logistics Trust,M44U.SI,12.158263,2020-12-14
Mapletree Industrial Trust,ME8U.SI,11.167515,2020-12-14
AEM Holdings,AWX.SI,10.561139,2020-12-14
SIA,C6L.SI,10.264412,2020-12-14
Singtel,Z74.SI,43.2610283,2020-12-21
Yangzijiang Shipbuilding,BS6.SI,27.1454615,2020-12-21
SIA,C6L.SI,27.057618,2020-12-21
Sembcorp Marine,S51.SI,20.1243007,2020-12-21
UOB,U11.SI,15.066421,2020-12-21
Mapletree Industrial Trust,ME8U.SI,14.73538,2020-12-21
Nanofilm Technologies International,MZH.SI,13.157877,2020-12-21
DBS,D05.SI,10.524932,2020-12-21
Hongkong Land Holdings,H78.SI,9.2372363582,2020-12-21
Ascendas REIT,A17U.SI,7.1928,2020-12-21
SIA,C6L.SI,27.616411,2020-12-28
DBS,D05.SI,15.389155,2020-12-28
OCBC,O39.SI,13.871041,2020-12-28
Jardine Cycle & Carriage,C07.SI,12.160593,2020-12-28
SATS,S58.SI,11.695176,2020-12-28
Yangzijiang Shipbuilding,BS6.SI,11.205004,2020-12-28
Ascendas REIT,A17U.SI,10.281073,2020-12-28
Singtel,Z74.SI,7.374751499999999,2020-12-28
Top Glove Corporation,BVA.SI,6.698864,2020-12-28
Sembcorp Marine,S51.SI,6.468570400000001,2020-12-28
Singtel,Z74.SI,28.3442641,2021-01-04
Keppel Infrastructure Trust,A7RU.SI,8.6309295,2021-01-04
Top Glove Corporation,BVA.SI,6.827131,2021-01-04
NetLink NBN Trust,CJLU.SI,4.968257,2021-01-04
Jardine Cycle & Carriage,C07.SI,4.769632,2021-01-04
ST Engineering,S63.SI,3.219006,2021-01-04
Genting Singapore,G13.SI,3.089993,2021-01-04
First Resources,EB5.SI,2.585319,2021-01-04
Hongkong Land Holdings,H78.SI,2.4307466683000003,2021-01-04
Credit Bureau Asia,TCU.SI,2.3748219999999995,2021-01-04
City Developments,C09.SI,52.744114,2021-01-11
Keppel DC REIT,AJBU.SI,12.986927,2021-01-11
Top Glove Corporation,BVA.SI,9.185739,2021-01-11
Ascendas REIT,A17U.SI,7.625314,2021-01-11
Suntec REIT,T82U.SI,6.153411999999999,2021-01-11
Mapletree Industrial Trust,ME8U.SI,4.41834,2021-01-11
ST Engineering,S63.SI,4.336613,2021-01-11
Japfa,UD2.SI,3.0003225,2021-01-11
Yanlord Land Group,Z25.SI,2.879559,2021-01-11
City Developments,C09.SI,22.381589,2021-01-18
Ascendas REIT,A17U.SI,11.241298,2021-01-18
Mapletree Industrial Trust,ME8U.SI,8.189137,2021-01-18
ST Engineering,S63.SI,7.441985,2021-01-18
Keppel Infrastructure Trust,A7RU.SI,6.6082835,2021-01-18
Top Glove Corporation,BVA.SI,5.749033,2021-01-18
SGX,S68.SI,4.816056,2021-01-18
Sheng Siong Group,OV8.SI,4.513119,2021-01-18
Nanofilm Technologies,MZH.SI,4.110655,2021-01-18
Aspen,1F3.SI,3.211039,2021-01-18
DBS,D05.SI,102.270334,2021-01-25
Singtel,Z74.SI,27.7749749,2021-01-25
SIA,C6L.SI,26.732277,2021-01-25
ComfortDelGro,C52.SI,19.423734,2021-01-25
Yangzijiang Shipbuilding,BS6.SI,13.355589,2021-01-25
Top Glove Corporation,BVA.SI,9.677919,2021-01-25
Mapletree Industrial Trust,ME8U.SI,8.611927,2021-01-25
SATS,S58.SI,8.550602,2021-01-25
Frasers Logistics & Commercial Trust,BUOU.SI,8.415956,2021-01-25
Manulife US REIT,BTOU.SI,7.6677947875,2021-01-25
DBS,D05.SI,102.007245,2021-02-01
Singtel,Z74.SI,37.4301357,2021-02-01
SGX,S68.SI,31.023522,2021-02-01
OCBC,O39.SI,26.91001,2021-02-01
Keppel Corporation,BN4.SI,24.524637,2021-02-01
City Developments,C09.SI,17.510208,2021-02-01
SIA,C6L.SI,15.344726,2021-02-01
ST Engineering,S63.SI,14.96406,2021-02-01
Sembcorp Marine,S51.SI,14.1453492,2021-02-01
ComfortDelGro,C52.SI,13.644252,2021-02-01
Singtel,Z74.SI,43.2822678,2021-02-08
Yangzijiang Shipbuilding,BS6.SI,42.0722055,2021-02-08
DBS,D05.SI,38.238701,2021-02-08
OCBC,O39.SI,30.189722,2021-02-08
Keppel Corporation,BN4.SI,21.417268,2021-02-08
iFAST Corporation,AIY.SI,12.141895,2021-02-08
Yoma Strategic Holdings,Z59.SI,9.1060411,2021-02-08
Oceanus Group,579.SI,7.967137900000001,2021-02-08
Mapletree Industrial Trust,ME8U.SI,7.184192,2021-02-08
ISDN Holdings,I07.SI,6.547950999999999,2021-02-08
Thai Beverage,Y92.SI,17.684858,2021-02-15
ComfortDelGro,C52.SI,9.772345,2021-02-15
Top Glove Corporation,BVA.SI,9.187709,2021-02-15
Mapletree Industrial Trust,ME8U.SI,8.174823,2021-02-15
Jardine Matheson,J36.SI,7.121472266800001,2021-02-15
ST Engineering,S63.SI,7.020709,2021-02-15
Ascendas REIT,A17U.SI,7.003621,2021-02-15
Manulife US REIT,BTOU.SI,5.246616260100001,2021-02-15
Suntec REIT,T82U.SI,4.926344,2021-02-15
DBS,D05.SI,48.591743,2021-02-22
Thai Beverage,Y92.SI,28.099928,2021-02-22
Genting Singapore,G13.SI,16.7862895,2021-02-22
UOB,U11.SI,15.292892,2021-02-22
Singtel,Z74.SI,14.7882238,2021-02-22
ComfortDelGro,C52.SI,13.016286,2021-02-22
CapitaLand Integrated Commercial Trust,C38U.SI,12.700258,2021-02-22
City Developments,C09.SI,11.722738,2021-02-22
Mapletree Industrial Trust,ME8U.SI,11.138069,2021-02-22
Mapletree Logistics Trust,M44U.SI,10.385016,2021-02-22
Venture Corporation,V03.SI,44.583553,2021-03-01
AEM Holdings,AWX.SI,41.122033,2021-03-01
Ascendas REIT,A17U.SI,33.759638,2021-03-01
Mapletree Industrial Trust,ME8U.SI,27.292821,2021-03-01
Singtel,Z74.SI,26.0654812,2021-03-01
Top Glove Corporation ,BVA.SI,23.324519,2021-03-01
Keppel DC REIT,AJBU.SI,21.076995,2021-03-01
Thai Beverage,Y92.SI,18.8826685,2021-03-01
Sheng Siong Group,OV8.SI,15.578615,2021-03-01
Mapletree Logistics Trust,M44U.SI,14.928685,2021-03-01
Venture Corporation,V03.SI,25.364557,2021-03-08
Singtel,Z74.SI,21.5210441,2021-03-08
AEM Holdings,AWX.SI,20.551474,2021-03-08
SIA,C6L.SI,18.644461,2021-03-08
Ascendas REIT,A17U.SI,15.971301,2021-03-08
Keppel DC REIT,AJBU.SI,15.902589,2021-03-08
Top Glove Corporation,BVA.SI,13.966565,2021-03-08
Mapletree Industrial Trust,ME8U.SI,13.315991,2021-03-08
UMS Holdings,558.SI,12.502135,2021-03-08
Mapletree Logistics Trust,M44U.SI,7.73323,2021-03-08
Ascendas REIT,A17U.SI,38.10577,2021-03-15
AEM Holdings ,AWX.SI,30.511649,2021-03-15
Keppel DC REIT,AJBU.SI,23.615648,2021-03-15
SIA,C6L.SI,22.722784,2021-03-15
Mapletree Industrial Trust,ME8U.SI,21.526027,2021-03-15
Sheng Siong Group,OV8.SI,15.26032,2021-03-15
Thai Beverage,Y92.SI,14.5144775,2021-03-15
Venture Corporation,V03.SI,14.430936,2021-03-15
Top Glove Corporation,BVA.SI,12.817756,2021-03-15
Mapletree Logistics Trust,M44U.SI,11.761364,2021-03-15
SIA,C6L.SI,50.154458,2021-03-22
Thai Beverage,Y92.SI,21.1383565,2021-03-22
Sheng Siong Group,OV8.SI,12.993163,2021-03-22
SGX,S68.SI,11.148669,2021-03-22
Wilmar International,F34.SI,10.137049,2021-03-22
Keppel Corporation,BN4.SI,9.559346,2021-03-22
Hongkong Land ,H78.SI,8.7048875825,2021-03-22
Riverstone Holdings,AP4.SI,6.353355,2021-03-22
SIA,C6L.SI,60.497244,2021-03-29
SGX,S68.SI,14.089848,2021-03-29
Ascendas REIT,A17U.SI,13.639278,2021-03-29
Thai Beverage,Y92.SI,13.6374595,2021-03-29
SATS,S58.SI,13.389203,2021-03-29
CapitaLand Integrated Commercial Trust,C38U.SI,9.813218,2021-03-29
Hong Fok Corporation,H30.SI,5.8345755,2021-03-29
ST Engineering,S63.SI,5.752225,2021-03-29
Frasers Logistics & Commercial Trust,BUOU.SI,5.652173,2021-03-29
Frasers Centrepoint Trust,J69U.SI,4.954093,2021-03-29
SIA,C6L.SI,19.685741,2021-04-05
Top Glove Corporation,BVA.SI,13.382319,2021-04-05
Singtel,Z74.SI,11.1432443,2021-04-05
Thai Beverage,Y92.SI,5.7321235,2021-04-05
Hongkong Land,H78.SI,5.2199863657000005,2021-04-05
NetLink NBN Trust,CJLU.SI,3.645988,2021-04-05
Dairy Farm International,D01.SI,3.4578395089,2021-04-05
Yanlord Land,Z25.SI,3.199905,2021-04-05
Straits Trading,S20.SI,3.104654,2021-04-05
Singtel,Z74.SI,23.3701546,2021-04-12
Thai Beverage,Y92.SI,10.441063,2021-04-12
City Developments,C09.SI,10.38663,2021-04-12
AEM Holdings,AWX.SI,9.579709,2021-04-12
Oceanus Group,579.SI,6.761118399999999,2021-04-12
Sembcorp Marine,S51.SI,6.382690500000003,2021-04-12
Wilmar International,F34.SI,6.362501,2021-04-12
Keppel DC REIT,AJBU.SI,6.275095,2021-04-12
SIA,C6L.SI,6.087136,2021-04-12
Keppel Corporation,BN4.SI,5.636038,2021-04-12
SIA,C6L.SI,113.768087,2021-04-19
Genting Singapore,G13.SI,17.9476115,2021-04-19
Sembcorp Marine,S51.SI,13.443302800000003,2021-04-19
Keppel Corporation,BN4.SI,11.257623,2021-04-19
Dairy Farm International,D01.SI,10.5119027508,2021-04-19
Thai Beverage,Y92.SI,9.0820525,2021-04-19
Keppel DC REIT,AJBU.SI,8.367090000000001,2021-04-19
AEM Holdings,AWX.SI,7.801064,2021-04-19
SATS,S58.SI,7.392654999999999,2021-04-19
SIA,C6L.SI,28.252662,2021-04-26
Wilmar International,F34.SI,24.047688,2021-04-26
Thai Beverage,Y92.SI,18.9299335,2021-04-26
Keppel Corporation,BN4.SI,14.276159,2021-04-26
Genting Singapore,G13.SI,11.8648555,2021-04-26
Frasers Centrepoint Trust,J69U.SI,10.74884,2021-04-26
Singtel,Z74.SI,10.6924945,2021-04-26
DBS,D05.SI,10.599652,2021-04-26
City Developments,C09.SI,10.459287,2021-04-26
SIA,C6L.SI,31.961803,2021-05-03
Singtel,Z74.SI,25.8344261,2021-05-03
Wilmar International,F34.SI,14.730108,2021-05-03
ST Engineering,S63.SI,12.446809,2021-05-03
Nanofilm Technologies,MZH.SI,12.036072,2021-05-03
ComfortDelGro,C52.SI,9.907936,2021-05-03
City Developments,C09.SI,9.085675,2021-05-03
Sheng Siong,OV8.SI,8.306454,2021-05-03
Venture Corporation,V03.SI,66.9592,2021-05-10
AEM Holdings,AWX.SI,64.865825,2021-05-10
Ascendas REIT,A17U.SI,33.565309,2021-05-10
Wilmar International,F34.SI,32.508025,2021-05-10
Keppel DC REIT,AJBU.SI,14.414724,2021-05-10
SIA,C6L.SI,14.37916,2021-05-10
ST Engineering,S63.SI,11.973421,2021-05-10
City Developments,C09.SI,9.287204,2021-05-10
Top Glove,BVA.SI,8.790786,2021-05-10
Ascendas REIT,A17U.SI,48.474836,2021-05-17
UOB,U11.SI,31.234969,2021-05-17
Venture Corporation,V03.SI,29.136494,2021-05-17
AEM Holdings,AWX.SI,16.055793,2021-05-17
Thai Beverage,Y92.SI,14.4819335,2021-05-17
OCBC,O39.SI,12.589328,2021-05-17
City Developments,C09.SI,11.134224,2021-05-17
ST Engineering,S63.SI,11.044499,2021-05-17
UMS Holdings,558.SI,10.570621,2021-05-17
SATS,S58.SI,10.170001,2021-05-17
Ascendas REIT,A17U.SI,20.491956,2021-05-24
Wilmar International,F34.SI,14.724662,2021-05-24
Suntec REIT,T82U.SI,11.97866,2021-05-24
UG Healthcare,8K7.SI,11.725428,2021-05-24
Golden Agri-Resources,E5H.SI,6.783791,2021-05-24
Keppel REIT,K71U.SI,6.50931,2021-05-24
Thai Beverage,Y92.SI,5.115311,2021-05-24
Wing Tai Holdings,W05.SI,4.202525,2021-05-24
Ascott Residence Trust,HMN.SI,3.99974,2021-05-24
Frasers Centrepoint Trust,J69U.SI,3.912773,2021-05-24
Ascendas REIT,A17U.SI,17.543428,2021-05-31
Keppel DC REIT,AJBU.SI,13.336654,2021-05-31
Suntec REIT,T82U.SI,12.560047,2021-05-31
Top Glove Corporation,BVA.SI,12.308337,2021-05-31
Wilmar International,F34.SI,11.456629,2021-05-31
Singtel,Z74.SI,11.2290162,2021-05-31
Frasers Logistics & Commercial Trust,BUOU.SI,9.027202,2021-05-31
Wing Tai Holdings,W05.SI,7.843568,2021-05-31
